---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
 1.7%  728M 2816K    0 |  14  0.36     0     0 |   2  0.93     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  728M 2816K    0 |  13  0.33     0     0 |   1  0.88     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  728M 2816K    0 |  14  0.36     0     0 |   3  1.13     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  728M 2816K    0 |  13  0.32     0     0 |   1  1.10     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  728M 2816K    0 |  14  0.37     0     0 |   2  0.90     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  728M 2816K    0 |  13  0.31     0     0 |   1  1.01     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  728M 2816K    0 |  15  0.42     0     0 |   3  0.91     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  728M 2816K    0 |  13  0.31     0     0 |   1  0.92     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.6%  728M 2816K    0 |  14  0.40     0     0 |   2  0.99     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
26.1%  270M 2816K    0 |  13  0.67     0     0 |   1  0.92     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  270M 2816K    0 |  14  0.35     0     0 |   2  1.00     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.1%  270M 2816K    0 |  13  0.32     0     0 |   1  0.73     2  3.64     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.9%  270M 2816K    0 |  14  0.36     0     0 |   3  1.35     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  270M 2816K    0 |  14  0.33     0     0 |   2  0.71     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  270M 2816K    0 |  13  0.34     0     0 |   1  1.10     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.1%  270M 2816K    0 |  14  0.39     0     0 |   2  1.08     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.9%  270M 2816K    0 |  13  0.32     0     0 |   1  1.09     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  270M 2816K    0 |  14  0.39     0     0 |   2  0.96     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.1%  270M 2816K    0 |  14  0.32     0     0 |   2  0.68     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  270M 2816K    0 |  13  0.31     0     0 |   1  1.12     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  270M 2816K    0 |  14  0.37     0     0 |   2  0.86     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
 1.3%  270M 2816K    0 |  13  0.30     0     0 |   1  1.11     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  270M 2816K    0 |  14  0.37     0     0 |   3  1.24     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.4%  270M 2816K    0 |  14  0.33     0     0 |   2  0.83     2  2.93     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.2%  270M 2816K    0 |  13  0.29     0     0 |   1  0.93     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.2%  270M 2816K    0 |  14  0.35     0     0 |   2  0.90     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.0%  270M 2816K    0 |  13  0.34     0     0 |   1  0.92     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  270M 2816K    0 |  14  0.35     0     0 |   2  0.92     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  270M 2816K    0 |  14  0.42     0     0 |   2  1.05     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.2%  270M 2816K    0 |  13  0.29     0     0 |   1  0.87     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  270M 2816K    0 |  14  0.41     0     0 |   2  1.18     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  270M 2816K    0 |  13  0.35     0     0 |   1  1.23     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  270M 2816K    0 |  14  0.37     0     0 |   3  1.38     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  270M 2816K    0 |  14  0.40     0     0 |   2  0.94     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  270M 2816K    0 |  13  0.33     0     0 |   1  1.03     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.3%  270M 2816K    0 |  14  0.35     0     0 |   2  0.87     2  3.12     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.1%  270M 2816K    0 |  13  0.25     0     0 |   1  1.03     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.9%  270M 2816K    0 |  14  0.39     0     0 |   2  0.97     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  270M 2816K    0 |  14  0.38     0     0 |   2  1.13     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.2%  270M 2816K    0 |  13  0.35     0     0 |   1  1.40     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  270M 2816K    0 |  14  0.36     0     0 |   2  0.97     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  270M 2816K    0 |  13  0.33     0     0 |   1  1.09     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  270M 2816K    0 |  14  0.41     0     0 |   3  1.18     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 0.9%  270M 2816K    0 |  14  0.34     0     0 |   2  0.84     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.1%  270M 2816K    0 |  13  0.45     0     0 |   1  1.01     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  270M 2816K    0 |  14  0.37     0     0 |   2  0.90     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  270M 2816K    0 |  13  0.29     0     0 |   1  0.96     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.1%  270M 2816K    0 |  14  0.50     0     0 |   2  0.93     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.2%  270M 2816K    0 |  14  0.34     0     0 |   2  0.92     2  3.20     0 |   0     0 |   0     0     0     0     0     0     0     0 
12.0%  267M 2816K    0 |  13  0.47     0     0 |   1  1.17     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  267M 2816K    0 |  14  0.38     0     0 |   2  1.06     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
 1.3%  267M 2816K    0 |  13  0.36     0     0 |   1  0.94     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  267M 2816K    0 |  14  0.36     0     0 |   2  0.99     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  267M 2816K    0 |  14  0.38     0     0 |   3  1.24     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  267M 2816K    0 |  13  0.33     0     0 |   1  1.05     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.0%  267M 2816K    0 |  14  0.39     0     0 |   2  1.00     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  267M 2816K    0 |  13  0.44     0     0 |   1  0.93     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  267M 2816K    0 |  14  0.36     0     0 |   2  0.86     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  267M 2816K    0 |  14  0.36     0     0 |   2  0.97     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  267M 2816K    0 |  13  0.32     0     0 |   1  1.02     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.0%  267M 2816K    0 |  14  0.34     0     0 |   2  0.85     2  2.90     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  267M 2816K    0 |  13  0.31     0     0 |   1  0.77     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  267M 2816K    0 |  14  0.37     0     0 |   3  1.18     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  267M 2816K    0 |  14  0.35     0     0 |   2  0.87     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  267M 2816K    0 |  13  0.31     0     0 |   1  0.97     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.0%  267M 2816K    0 |  14  0.36     0     0 |   2  1.01     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.9%  267M 2816K    0 |  13  0.32     0     0 |   1  0.92     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  267M 2816K    0 |  14  0.37     0     0 |   2  0.95     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  267M 2816K    0 |  14  0.36     0     0 |   2  0.94     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  267M 2816K    0 |  13  0.31     0     0 |   1  0.81     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.2%  267M 2816K    0 |  14  0.34     0     0 |   2  0.98     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  267M 2816K    0 |  13  0.33     0     0 |   1  1.15     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  267M 2816K    0 |  14  0.37     0     0 |   3  1.45     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.2%  267M 2816K    0 |  14  0.42     0     0 |   2  1.30     2  3.47     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  267M 2816K    0 |  13  0.34     0     0 |   1  0.92     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.2%  267M 2816K    0 |  14  0.34     0     0 |   2  1.14     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  267M 2816K    0 |  13  0.31     0     0 |   1  1.01     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  267M 2816K    0 |  14  0.40     0     0 |   2  1.04     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.9%  267M 2816K    0 |  14  0.40     0     0 |   2  1.24     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  267M 2816K    0 |  13  0.32     0     0 |   1  0.94     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  267M 2816K    0 |  14  0.39     0     0 |   2  1.07     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
 1.5%  267M 2816K    0 |  13  0.34     0     0 |   1  1.10     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  267M 2816K    0 |  14  0.36     0     0 |   3  1.34     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.1%  267M 2816K    0 |  14  0.39     0     0 |   2  1.01     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.4%  267M 2816K    0 |  13  0.31     0     0 |   1  0.83     2  3.38     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  267M 2816K    0 |  14  0.32     0     0 |   2  0.74     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.9%  267M 2816K    0 |  13  0.30     0     0 |   1  0.93     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  267M 2816K    0 |  14  0.40     0     0 |   2  1.06     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  267M 2816K    0 |  14  0.49     0     0 |   2  1.03     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.1%  267M 2816K    0 |  13  0.32     0     0 |   1  0.86     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  267M 2816K    0 |  14  0.34     0     0 |   2  0.87     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 9.4%  267M 2816K    0 |  13  0.50     0     0 |   1  0.98     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  267M 2816K    0 |  14  0.35     0     0 |   3  1.34     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  267M 2816K    0 |  14  0.38     0     0 |   2  1.02     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  267M 2816K    0 |  13  0.43     0     0 |   1  0.94     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  267M 2816K    0 |  14  0.34     0     0 |   2  0.80     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.0%  267M 2816K    0 |  13  0.29     0     0 |   1  0.67     2  2.24     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  267M 2816K    0 |  14  0.30     0     0 |   2  0.93     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.2%  267M 2816K    0 |  14  0.36     0     0 |   2  1.04     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  267M 2816K    0 |  13  0.35     0     0 |   1  1.21     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  267M 2816K    0 |  14  0.36     0     0 |   2  0.96     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  267M 2816K    0 |  13  0.32     0     0 |   1  1.10     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  267M 2816K    0 |  14  0.34     0     0 |   3  1.20     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  267M 2816K    0 |  14  0.36     0     0 |   2  0.91     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  267M 2816K    0 |  13  0.33     0     0 |   1  1.04     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  267M 2816K    0 |  14  0.37     0     0 |   2  1.01     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  267M 2816K    0 |  13  0.36     0     0 |   1  0.87     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  267M 2816K    0 |  14  0.35     0     0 |   2  0.92     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  267M 2816K    0 |  14  0.39     0     0 |   2  1.08     2  3.01     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  267M 2816K    0 |  13  0.30     0     0 |   1  1.02     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  267M 2816K    0 |  14  0.34     0     0 |   2  0.92     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
